drug	status	target	atc
lenalidomide	approved	CRBN,TNFSF11	L04AX04
raloxifene	approved	ESR1,ESR2	G03XC01
glutamic acid	non		
glutathione	non		
celecoxib	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
uridine-5'-diphosphate	non		
prostaglandin g2	non		
arachidonic acid	non		
celecoxib	non		
zinc	non		
mesoheme	non		
uridine-5'-diphosphate	non		
celecoxib	approved	PTGS2	M01AH01
gallamine triethiodide	approved	CHRM2,ACHE	
brimonidine	approved	ADRA2A,ADRA2B,ADRA2C	D11AX21
dicloxacillin	approved		J01CR50
nabilone	approved	CNR2,CNR1	A04AD11
pefloxacin	approved		J01MA03
altretamine	approved		L01XX03
atp	non		
sotalol	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
sotalol	approved	KCNH2,ADRB1,ADRB2	C07AA07
buspirone	approved	HTR1A,DRD2	N05BE01
miglitol	approved	MGAM,GAA,GANAB,GANC	A10BF02
fosinopril	non		
zinc	non		
fosinopril	non		
zinc	non		
fosinopril	approved	ACE	C09BA09
cefotaxime	approved		J01DD01
entacapone	approved	COMT	N04BX02
adenosine phosphate	non		
atp	non		
zidovudine	non		
pyrophosphoric acid	non		
zidovudine	approved		J05AR04
darifenacin	approved	CHRM3	G04BD10
atp	non		
norepinephrine	non		
oxycodone	non		
dopamine	non		
potassium cation	non		
calcium	non		
oxycodone	approved	OPRM1,OPRK1,OPRD1	N02AA56
phenindione	non		
phylloquinone	non		
calcium	non		
phenindione	approved	VKORC1	B01AA02
flutamide	approved	AR	L02BB01
glutamic acid	non		
glutathione	non		
tolmetin	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
tolmetin	approved	PTGS2	M01AB03
atp	non		
cimetidine	non		
potassium cation	non		
zinc	non		
acetylcholine	non		
cimetidine	non		
cimetidine	approved	HRH2	A02BA51
haloperidol	approved	DRD2,HTR2C	N05AD01
ritonavir	approved		J05AP53
atp	non		
norepinephrine	non		
levallorphan	non		
dopamine	non		
potassium cation	non		
calcium	non		
levallorphan	approved	OPRM1	
tridihexethyl	non	CHRM3,CHRM1,CHRM2	A03AB08
nitazoxanide	approved		P01AX11
triflupromazine	approved	DRD2,DRD1,HTR2B,CHRM1,CHRM2	N05AA05
dextrothyroxine	approved	THRA,THRB	C10AX01
acetyldigitoxin	approved	ATP1A1	C01AA01
vancomycin	approved		J01XA01
aminocaproic acid	non		
phylloquinone	non		
calcium	non		
aminocaproic acid	approved	PLG,PLAT	B02AA01
dextromethorphan	approved	SIGMAR1,SIGMAR1,GRIN3A	R05DA09
cisplatin	approved		L01XA01
bentoquatam	approved		
anisotropine methylbromide	approved	CHRM1,CHRM2,CHRM3	
albendazole	approved		P02CA03
trandolapril	non		
zinc	non		
trandolapril	non		
zinc	non		
trandolapril	approved	ACE	C09AA10
caspofungin	approved		J02AX04
atp	non		
carteolol	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
carteolol	approved	ADRB2,ADRB1	S01ED55
bentiromide	non	HPN	V04CK03
nadh	non		
vitamin a	non		
alitretinoin	non		
tretinoin	non		
iron	non		
zinc	non		
mesoheme	non		
4-oxoretinol	non		
nadh	non		
vitamin a	non		
alitretinoin	non		
tretinoin	non		
iron	non		
zinc	non		
mesoheme	non		
4-oxoretinol	non		
alitretinoin	approved	RARA,RXRA,RARB,RXRB,RARG,RXRG	D11AH04
cysteine	non		
metolazone	non		
potassium cation	non		
urea	non		
metolazone	approved	SLC12A3	C03EA12
tolnaftate	approved		D01AE18
oxaliplatin	approved		L01XA03
atp	non		
norepinephrine	non		
cinchocaine	non		
dopamine	non		
potassium cation	non		
calcium	non		
cinchocaine	approved	SCN10A,SCN5A	D04AB02
lercanidipine	approved	CACNG1	C09DB08
foscarnet	approved		J05AD01
atp	non		
erlotinib	non		
erlotinib	approved	EGFR,NR1I2	L01XE03
glutathione	non		
nadh	non		
cyclophosphamide	non		
mesoheme	non		
acrylic acid	non		
glutathione	non		
nadh	non		
cyclophosphamide	non		
mesoheme	non		
acrylic acid	non		
cyclophosphamide	approved		L01AA01
mephenytoin	approved	SCN5A	N03AB04
glutamic acid	non		
glutathione	non		
rofecoxib	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
rofecoxib	approved	PTGS2	M01AH02
chlormerodrin	approved	SLC12A1	
cefdinir	approved		J01DD15
guanidine	approved	ALDH2	
ciprofloxacin	approved		J01RA11
gadoversetamide	approved		V08CA06
toremifene	approved	ESR1	L02BA02
nortriptyline	approved	SLC6A2,SLC6A4,HTR2A	N06AA10
atp	non		
vincristine	non		
vincristine	approved	TUBB	L01CA02
benazepril	non		
zinc	non		
benazepril	non		
zinc	non		
benazepril	approved	ACE	C09BA07
amoxapine	approved	SLC6A4	N06AA17
meprobamate	non		
fluorouracil	non		
capecitabine	non		
flavin adenine dinucleotide	non		
fluorouracil	non		
meprobamate	non		
fluorouracil	non		
capecitabine	non		
flavin adenine dinucleotide	non		
fluorouracil	non		
fluorouracil	approved	TYMS	L01BC52
pyridostigmine	approved	ACHE,BCHE	N07AA02
adinazolam	non	GABRA1,GABRA1	N05BA07
desoximetasone	approved	NR3C1	D07AC03
azelaic acid	approved	AKR1D1,SRD5A2,TYR	D10AX03
zafirlukast	approved	CYSLTR1	R03DC01
propylthiouracil	approved	TPO	H03BA02
acetohydroxamic acid	approved		G04BX03
pentostatin	approved	ADA	L01XX08
methoxsalen	approved		D05BA02
glutamic acid	non		
glutathione	non		
piroxicam	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
piroxicam	approved	PTGS2	M01AC01
lamotrigine	approved	CACNA1E,SCN1A	N03AX09
perflutren	approved		
hydroxyzine	non		
calcium	non		
hydroxyzine	approved	HRH1	N05BB01
zanamivir	approved		J05AH01
bosentan	approved	EDNRA,EDNRB	G01AE10
histidine	non		
adenosine phosphate	non		
methionine	non		
leucine	non		
threonine	non		
alanine	non		
valine	non		
isoleucine	non		
atp	non		
proline	non		
asparagine	non		
tigecycline	non		
guanosine-5'-monophosphate	non		
cytidine-5'-triphosphate	non		
uridine monophosphate	non		
d-serine	non		
pyrophosphoric acid	non		
tigecycline	approved		J01AA20
doxapram	approved	KCNK3,KCNK9	R07AB01
benzthiazide	approved	SLC12A3,CA1	G01AE10
pyridoxal phosphate	non		
tetrahydrofolic acid	non		
glutamic acid	non		
nadh	non		
folic acid	non		
atp	non		
methotrexate	non		
leucovorin	non		
calcium	non		
magnesium cation	non		
formic acid	non		
flavin adenine dinucleotide	non		
methotrexate	approved	DHFR,TYMS,ATIC	L04AX03
nadh	non		
carbamazepine	non		
oxcarbazepine	non		
mesoheme	non		
carbamazepine	approved	SCN1A	N03AF01
cisatracurium	approved	CHRNA2	M03AC11
succimer	approved		
cephalexin	approved		J01DB01
cinnarizine	non		
calcium	non		
cinnarizine	approved	HRH1,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA1G,CACNA1H,CACNA1I	N07CA52
fondaparinux	non		
phylloquinone	non		
calcium	non		
fondaparinux	approved	SERPINC1,F10	B01AX05
atp	non		
vinblastine	non		
mesoheme	non		
vinblastine	approved	TUBA1A,TUBB,TUBD1,TUBG1,TUBE1	L01CA01
atp	non		
propranolol	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
propranolol	approved	ADRB1	C07FX01
atropine	approved	CHRM1,CHRM2,CHRM3,CHRM4,CHRM5	S01FA01
glutamic acid	non		
glutathione	non		
fenoprofen	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
fenoprofen	approved	PTGS2	M01AE04
fenfluramine	approved	SLC6A4,HTR1D,HTR2C,SIGMAR1	A08AA02
clonidine	approved	ADRA2A,ADRA2B,ADRA2C	S01EA04
sulfamethizole	approved		J01EB02
valaciclovir	approved		J05AB11
carbenicillin	approved		J01CR50
mazindol	approved	SLC6A2,SLC6A3,SLC6A4	A08AA05
glutamic acid	non		
glutathione	non		
valdecoxib	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
valdecoxib	approved	PTGS2	M01AH03
lactulose	approved		A06AD61
voriconazole	approved		J02AC03
atp	non		
levocarnitine	non		
magnesium cation	non		
lauric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
pyridoxal phosphate	non		
ademetionine	non		
l-lysine	non		
ascorbic acid	non		
succinic acid	non		
glycine	non		
nadh	non		
levocarnitine	non		
iron	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
stearic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
ascorbic acid	non		
succinic acid	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
iron	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
lauric acid	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
lauric acid	non		
adenosine phosphate	non		
nadh	non		
atp	non		
levocarnitine	non		
magnesium cation	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
levocarnitine	approved		A16AA01
enalapril	non		
zinc	non		
enalapril	non		
zinc	non		
enalapril	approved	ACE	C09BA02
atp	non		
nizatidine	non		
potassium cation	non		
zinc	non		
acetylcholine	non		
nizatidine	approved	HRH2	A02BA04
glutamic acid	non		
glutathione	non		
diclofenac	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
diclofenac	approved	PTGS2,PTGS1	S01CC01
cinalukast	non	CYSLTR1	
fluticasone propionate	approved	NR3C1	
lisuride	approved	DRD2,DRD3,DRD4,HTR2A,HTR2C	G02CB02
doxazosin	approved	ADRA1A,ADRA1D	C02CA04
fluocinolone acetonide	approved	NR3C1,ANXA1,ANXA2,ANXA3,ANXA4,ANXA5	S01CA10
piperazine	approved	GABRB3	P02CB01
ethosuximide	approved	CACNA1G	N03AD01
cysteine	non		
amiloride	non		
potassium cation	non		
urea	non		
amiloride	approved	SCNN1A,SCNN1B,SCNN1G,SCNN1D	C03DB01
histidine	non		
adenosine phosphate	non		
methionine	non		
leucine	non		
threonine	non		
alanine	non		
valine	non		
isoleucine	non		
atp	non		
proline	non		
asparagine	non		
oxytetracycline	non		
guanosine-5'-monophosphate	non		
cytidine-5'-triphosphate	non		
uridine monophosphate	non		
d-serine	non		
pyrophosphoric acid	non		
oxytetracycline	approved		J01AA06
ulobetasol	approved	NR3C1	D07AC21
gadoteridol	approved		V08CA04
atp	non		
labetalol	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
labetalol	approved	ADRB1,ADRB2,ADRA1A	C07BG01
thiopental	approved	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6	N01AF03
monobenzone	approved		D11AX13
linezolid	approved		J01XX08
ivermectin	approved	GLRA3	P02CF01
medroxyprogesterone acetate	approved	PGR,ESR1	G03DA02
cisapride	approved	HTR4,HTR3A,HTR2A	A03FA02
glutamic acid	non		
glutathione	non		
sulindac	non		
dinoprostone	non		
calcium	non		
magnesium cation	non		
zinc	non		
prostaglandin d2	non		
mesoheme	non		
prostaglandin g2	non		
arachidonic acid	non		
sulindac	approved	PTGS2	M01AB02
cysteine	non		
cyclothiazide	non		
potassium cation	non		
urea	non		
cyclothiazide	approved	FXYD2,CA1	G01AE10
nafcillin	approved		J01CR50
chloroquine	approved		P01BA01
ethionamide	approved		J04AD03
metaraminol	approved	ADRA1A	C01CA09
butorphanol	approved	OPRK1,OPRD1,OPRM1	N02AF01
atp	non		
bisoprolol	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
bisoprolol	approved	ADRB1	C07FX04
amodiaquine	approved		P01BF03
furazolidone	non		G01AX06
rifabutin	approved		J04AB04
candoxatril	non	MME	
paramethadione	approved	CACNA1I	N03AC01
histidine	non		
adenosine phosphate	non		
methionine	non		
leucine	non		
threonine	non		
alanine	non		
valine	non		
isoleucine	non		
atp	non		
proline	non		
asparagine	non		
demeclocycline	non		
guanosine-5'-monophosphate	non		
cytidine-5'-triphosphate	non		
uridine monophosphate	non		
d-serine	non		
pyrophosphoric acid	non		
demeclocycline	approved		J01AA01
imatinib	non		
imatinib	approved	BCR,KIT	L01XE01
triamcinolone	approved	NR3C1	D07AB09
oxandrolone	approved	AR	A14AA08
nicardipine	approved	CACNA1C,CACNB2,CACNA2D1,CACNA1D	C08CA04
fluphenazine	approved	DRD2,DRD1	N05AB02
nadh	non		
testosterone	non		
estrone	non		
estradiol	non		
calcium	non		
androstenedione	non		
formic acid	non		
mesoheme	non		
uridine-5'-diphosphate	non		
estrone sulfate	non		
prasterone sulfate	non		
5beta-dihydrotestosterone	non		
nadh	non		
testosterone	non		
estrone	non		
androstenedione	non		
androstanedione	non		
formic acid	non		
mesoheme	non		
aetiocholanolone	non		
uridine-5'-diphosphate	non		
etiocholanedione	non		
nadh	non		
testosterone	non		
estrone	non		
estradiol	non		
calcium	non		
androstenedione	non		
formic acid	non		
mesoheme	non		
uridine-5'-diphosphate	non		
estrone sulfate	non		
prasterone sulfate	non		
5beta-dihydrotestosterone	non		
nadh	non		
testosterone	non		
estrone	non		
estradiol	non		
calcium	non		
androstenedione	non		
formic acid	non		
mesoheme	non		
uridine-5'-diphosphate	non		
estrone sulfate	non		
prasterone sulfate	non		
5beta-dihydrotestosterone	non		
testosterone	approved	AR	G03BA03
adenosine phosphate	non		
atp	non		
efavirenz	non		
pyrophosphoric acid	non		
efavirenz	approved		J05AR06
bacitracin	approved	IDE	J01XX10
ademetionine	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
nadh	non		
atp	non		
niacin	non		
magnesium cation	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
quinolinic acid	non		
nicotinamide	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
pyrophosphoric acid	non		
niacin	approved	HCAR3,HCAR2,QPRT,NNMT	C10AD02
clorazepic acid	approved	GABRA1,GABRA1	N05BA05
guanabenz	approved	ADRA2A	
cholecalciferol	non		
atp	non		
alendronic acid	non		
magnesium cation	non		
iron	non		
dimethylallyl diphosphate	non		
formic acid	non		
geranyl diphosphate	non		
mesoheme	non		
flavin adenine dinucleotide	non		
palmitic acid	non		
pyrophosphoric acid	non		
cholesterol	non		
isopentenyl pyrophosphate	non		
farnesyl diphosphate	non		
alendronic acid	approved	FDPS	M05BB03
clofarabine	approved	POLA1,RRM1	L01BB06
docosanol	approved		D06BB11
dexmedetomidine	approved	ADRA2A	N05CM18
sulfacetamide	approved		D10AF06
prednisone	non		
prednisolone	non		
mesoheme	non		
prednisone	non		
prednisolone	non		
mesoheme	non		
prednisone	approved	NR3C1	A07EA03
clofibrate	approved	PPARA	C10AB01
astemizole	non		
calcium	non		
astemizole	approved	HRH1	R06AX11
inulin	approved		V04CH01
butoconazole	approved		G01AF20
pyridoxal phosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
choline	non		
adenosine phosphate	non		
serine	non		
methionine	non		
glycine	non		
cysteine	non		
nadh	non		
atp	non		
adenosine	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
putrescine	non		
n,n-dimethylglycine	non		
4-methylthio-2-oxobutanoic acid	non		
flavin adenine dinucleotide	non		
spermidine	non		
pyrophosphoric acid	non		
l-homoserine	non		
2-oxobutanoic acid	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
pyridoxal phosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
choline	non		
adenosine phosphate	non		
serine	non		
methionine	non		
glycine	non		
cysteine	non		
nadh	non		
atp	non		
adenosine	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
putrescine	non		
n,n-dimethylglycine	non		
4-methylthio-2-oxobutanoic acid	non		
flavin adenine dinucleotide	non		
spermidine	non		
pyrophosphoric acid	non		
l-homoserine	non		
2-oxobutanoic acid	non		
tetrahydrofolic acid	non		
ademetionine	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
azathioprine	non		
mercaptopurine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
