disease_area	nct	year	intervention_name	drug	regulatory_status	approval_year	patient_years	gen_assoc	target_gene	target_status	classification	priority
parkinson	NCT00986414	2009	afq056	mavoglurant	experimental				GRM5	approved	metoo	5
parkinson	NCT00988117	2010	rivastigmine patch 9.5 cm2	rivastigmine	approved		14.989733059548255		ACHE	approved	repurposing	3
alzheimer	NCT00988598	2009	pf-04447943	pf-04447943	experimental		11.211498973305956		PDE9A	non	novel, unsup	2
alzheimer	NCT00996918	2009	bapineuzumab 0.5 mg/kg	bapineuzumab	experimental		577.8726899383984	OMIM	APP	non	novel, supported	1
alzheimer	NCT00998764	2009	bapineuzumab 0.5 mg/kg	bapineuzumab	experimental		1441.7631759069131	OMIM	APP	non	novel, supported	1
alzheimer	NCT01001637	2009	curcumin formulation	curcumin	supplement					non	novel, unsup	2
ftd/als	NCT01002300	2009	intranasal oxytocin	oxytocin	approved		27.991786447638603		OXTR	approved	repurposing	3
alzheimer	NCT01005862	2010	pf-04360365	ponezumab	experimental		42.587268993839835	OMIM	APP	non	novel, supported	1
parkinson	NCT01007630	2009	rasagiline	rasagiline	approved	2006			MAOB	approved	post-approval	7
parkinson	NCT01007864	2010	piribedil	piribedil	experimental		153.1006160164271			non	novel, unsup	2
alzheimer	NCT01009255	2009	gsk239512	gsk239512	experimental		200.15879534565366		HRH3	approved	metoo	5
parkinson	NCT01010802	2008	erythropoietin human recombinant (eporh)	erythromycin	approved		7.474332648870637			non	repurposing	3
alzheimer	NCT01013610	2009	lnk-754	lonafarnib	approved				FNTA	approved	repurposing	3
parkinson	NCT01014858	2013	donepezil	donepezil	approved		106.53524982888433		ACHE	approved	repurposing	3
parkinson	NCT01016470	2009	viusid/alzer	viusid/alzer	supplement		157.97399041752226			non	novel, unsup	2
parkinson	NCT01018264	2010	solifenacin succinate (vesicare)	solifenacin	approved		105.34976043805612		CHRM3	approved	repurposing	3
alzheimer	NCT01018875	2009	abt-288	abt-288	experimental		282.91307323750857		HRH3	approved	metoo	5
alzheimer	NCT01019421	2009	lu ae58054	idalopirdine	experimental				HTR6	approved	metoo	5
huntington	NCT01019473	2009	afq056	mavoglurant	experimental				GRM5	approved	metoo	5
ftd/als	NCT01020331	2005	memantine	memantine	approved		86.68035592060232		GRIN1	approved	repurposing	3
parkinson	NCT01023282	2009	acr325	acr325	experimental		31.080082135523615			non	novel, unsup	2
alzheimer	NCT01023425	2008	donepezil	donepezil	approved	1996	83.77823408624229		ACHE	approved	post-approval	7
alzheimer	NCT01023867	2007	donepezil	donepezil	approved	1996	286.2258726899384		ACHE	approved	post-approval	7
alzheimer	NCT01024660	2009	donepezil	donepezil	approved	1996			ACHE	approved	post-approval	7
alzheimer	NCT01025466	2008	rivastigmine transdermal patch	rivastigmine	approved	2000	274.1026694045174		ACHE	approved	post-approval	7
parkinson	NCT01026428	2009	safinamide + levodopa	safinamide	approved	2017			MAOB	approved	pre-approval	6
parkinson	NCT01028586	2009	safinamide, mao-b inhibitor	safinamide	approved	2017			MAOB	approved	pre-approval	6
alzheimer	NCT01028911	2009	pf-03654746	pf-03654746	experimental		3.7207392197125255		HRH3	approved	metoo	5
alzheimer	NCT01029132	2007	galantamine	galantamine	approved	2001	165.1581108829569		ACHE	approved	post-approval	7
alzheimer	NCT01035138	2009	semagacestat	semagacestat	experimental		239.50718685831623	OMIM	PSEN1	non	novel, supported	1
parkinson	NCT01036139	2009	bf2.649 (pitolisant)	pitolisant	approved		714.6666666666666		HRH3	approved	repurposing	3
parkinson	NCT01039090	2009	continuous apomorphine infusion	apomorphine	approved	2004	125.97125256673512		DRD4	approved	post-approval	7
alzheimer	NCT01039701	2009	azd1446	azd1446	experimental		57.46201232032854		CHRNA4	approved	metoo	5
ftd/als	NCT01041222	2010	isis 333611	tofersen	experimental		65.95482546201232	OMIM	SOD1	non	novel, supported	1
alzheimer	NCT01044758	2009	levetiracetam 125mg	levetiracetam	approved		247.85215605749485		SV2A	approved	repurposing	3
alzheimer	NCT01047254	2010	elontril	bupropion	approved		494.5106091718001		SLC6A3	approved	repurposing	3
alzheimer	NCT01047579	2010	rivastigmine transdermal	rivastigmine	approved	2000	89.36344969199179		ACHE	approved	post-approval	7
parkinson	NCT01048229	2008	pramipexole	pramipexole	approved	1997	158.2258726899384		DRD3	approved	post-approval	7
parkinson	NCT01049984	2009	rasagiline	rasagiline	approved	2006	929.4455852156058		MAOB	approved	post-approval	7
parkinson	NCT01052831	2009	naltrexone	naltrexone	approved		154.1409993155373		OPRD1	approved	repurposing	3
alzheimer	NCT01054976	2006	galantamine	galantamine	approved	2001	231.47433264887064		ACHE	approved	post-approval	7
parkinson	NCT01055379	2010	rasagiline	rasagiline	approved	2006			MAOB	approved	post-approval	7
alzheimer	NCT01055392	2007	lithium carbonate	lithium	approved					non	repurposing	3
ftd/als	NCT01056965	2010	davunetide (al-108, nap)	davunetide	experimental		34.98973305954826	OMIM	MAPT	non	novel, supported	1
parkinson	NCT01058291	2010	kw-6500	apomorphine	approved	2004	23.170431211498972		DRD4	approved	post-approval	7
alzheimer	NCT01058941	2010	lipoic acid and fish oil concentrate	lipoic acid	supplement		284.6926762491444			non	novel, unsup	2
parkinson	NCT01060878	2010	pym50028	smilagenin	experimental		885.4893908281998			non	novel, unsup	2
parkinson	NCT01063621	2010	kw-6500	apomorphine	approved	2004	58.39835728952772		DRD4	approved	post-approval	7
parkinson	NCT01066442	2010	bf2.649 (pitolisant)	pitolisant	approved		660.7310061601643		HRH3	approved	repurposing	3
alzheimer	NCT01066481	2010	pf-01913539 5 mg	dimebon	experimental		0		HRH1	approved	metoo	5
alzheimer	NCT01066546	2010	dimebon tablet for oral administration	dimebon	approved		1.2457221081451062		HRH1	approved	repurposing	3
alzheimer	NCT01068353	2011	etanercept	etanercept	approved				TNF	approved	repurposing	3
alzheimer	NCT01072812	2010	posiphen® tartrate capsules	posiphen	experimental		2.0533880903490758	OMIM	APP	non	novel, supported	1
alzheimer	NCT01073228	2010	evp-6124	encenicline	experimental		751.3730321697467		CHRNA7	approved	metoo	5
alzheimer	NCT01075763	2004	interferon beta-1a	interferon beta-1a	approved		146.8418891170431		IFNAR1	approved	repurposing	3
alzheimer	NCT01078168	2010	acitretin	acitretin	approved		69.6892539356605		RXRA	approved	repurposing	3
alzheimer	NCT01082965	2010	donepezil	donepezil	approved	1996	36.02464065708419		ACHE	approved	post-approval	7
ftd/als	NCT01083667	2009	pyrimethamine	pyrimethamine	approved		207.90143737166323		DHFR	approved	repurposing	3
huntington	NCT01085266	2010	dimebon (latrepirdine)	dimebon	approved				HRH1	approved	repurposing	3
ftd/als	NCT01089010	2010	250 mg ck-2017357	tirasemtiv	experimental		44.941820670773446		TNNC1	approved	metoo	5
ftd/als	NCT01091142	2010	np001	np001	experimental					non	novel, unsup	2
parkinson	NCT01092065	2010	afq056 with l-dopa	mavoglurant,levodopa	combination		30.666666666666668		GRM5	approved	combination	4
alzheimer	NCT01093664	2009	affitope ad02	affitope ad02	experimental		14.948665297741274	OMIM	APP	non	novel, supported	1
alzheimer	NCT01094340	2010	thalidomide	thalidomide	approved				CRBN	approved	repurposing	3
parkinson	NCT01096186	2010	ipx066 145 mg	carbidopa,levodopa	combination		978.0780287474332		DRD1	approved	combination	4
alzheimer	NCT01097096	2010	cad106	cad106	experimental		487.50718685831623			non	novel, unsup	2
alzheimer	NCT01099332	2009	gastro-retentive zinc cysteine tablet	zinc cysteine	experimental					non	novel, unsup	2
parkinson	NCT01108029	2009	memantine	memantine	approved		27.980835044490075		GRIN1	approved	repurposing	3
parkinson	NCT01113320	2010	safinamide	safinamide	approved	2017	45.55783709787816		MAOB	approved	pre-approval	6
alzheimer	NCT01117818	2010	active: affitope ad02	affitope ad02	experimental		1088.6926762491444	OMIM	APP	non	novel, supported	1
alzheimer	NCT01117948	2009	lornoxicam	lornoxicam	approved		345.9630390143737		PTGS1	approved	repurposing	3
parkinson	NCT01119131	2011	vitamin d3	vitamin d	supplement		370.81724845995893			non	novel, unsup	2
alzheimer	NCT01119638	2008	escitalopram	escitalopram	approved		83.23066392881589		SLC6A4	approved	repurposing	3
alzheimer	NCT01120002	2010	tamibarotene	tamibarotene	experimental				RARA	approved	metoo	5
alzheimer	NCT01125631	2010	pf-04360365 8.5 mg/kg	ponezumab	experimental		10.009582477754963	OMIM	APP	non	novel, supported	1
alzheimer	NCT01125683	2010	azd1446	azd1446	experimental				CHRNA4	approved	metoo	5
alzheimer	NCT01126099	2010	prazosin	prazosin	approved		80		ADRA1A	approved	repurposing	3
alzheimer	NCT01127633	2010	solanezumab	solanezumab	experimental		8991.315537303217	OMIM	APP	non	novel, supported	1
parkinson	NCT01130493	2010	cle	carbidopa,levodopa,entacapone	combination		183.709787816564		DRD1	approved	combination	4
alzheimer	NCT01137526	2010	abt-384	abt-384	experimental		311.40862422997947		HSD11B1	approved	metoo	5
alzheimer	NCT01142258	2010	trazodone	trazodone	approved		96.8104038329911		HTR2A	approved	repurposing	3
alzheimer	NCT01145482	2010	insulin	insulin	approved		45.01026694045174		INSR	approved	repurposing	3
alzheimer	NCT01152216	2010	dimebon	dimebon	approved				HRH1	approved	repurposing	3
parkinson	NCT01154166	2010	requip pr	ropinirole	approved	1997	561.47022587269		DRD3	approved	post-approval	7
parkinson	NCT01155466	2010	preladenant 10 mg tablet	preladenant	experimental		1895.7426420260097		ADORA2A	approved	metoo	5
parkinson	NCT01155479	2010	preladenant 10 mg tablet	preladenant	experimental		3094.6803559206023		ADORA2A	approved	metoo	5
alzheimer	NCT01163825	2008	nerve growth factor	ngf	experimental				NGFR	non	novel, unsup	2
parkinson	NCT01168596	2009	rasagiline	rasagiline	approved	2006	72.4435318275154		MAOB	approved	post-approval	7
parkinson	NCT01171313	2010	sinemet (comparator)	carbidopa,levodopa	combination		49.637234770705		DRD1	approved	combination	4
alzheimer	NCT01172145	2005	modafinil	modafinil	approved		47.70431211498973		SLC6A3	approved	repurposing	3
parkinson	NCT01172379	2004	e2007	perampanel	approved				GRIA1	approved	repurposing	3
parkinson	NCT01173731	2010	afq056	mavoglurant	experimental		198.0451745379877		GRM5	approved	metoo	5
parkinson	NCT01174004	2010	pimavanserin tartrate	pimavanserin	approved		465.2867898699521		HTR2A	approved	repurposing	3
parkinson	NCT01174810	2010	exenatide	exenatide	approved				GLP1R	approved	repurposing	3
parkinson	NCT01176240	2010	droxidopa	droxidopa	approved		544.558521560575		ADRA1A	approved	repurposing	3
parkinson	NCT01177319	2003	glutathione	glutathione	supplement		69.92470910335386			non	novel, unsup	2
parkinson	NCT01178047	2011	rasagiline	rasagiline	approved	2006	1.0841889117043122		MAOB	approved	post-approval	7
alzheimer	NCT01181921	2011	galantamine	galantamine	approved	2001	0.08487337440109514		ACHE	approved	post-approval	7
parkinson	NCT01187966	2007	safinamide	safinamide	approved	2017	1395.6960985626283		MAOB	approved	pre-approval	6
parkinson	NCT01190553	2010	amantadine	amantadine	approved	2003			GRIN3A	approved	post-approval	7
parkinson	NCT01190735	2010	caffeine alkaloid	caffeine	approved		14.105407255304586		ADORA1	approved	repurposing	3
parkinson	NCT01191944	2010	pramipexole extended release tablet	pramipexole	approved	1997	673.6481861738536		DRD3	approved	post-approval	7
alzheimer	NCT01193608	2010	aab-003 (pf-05236812)	AAB-003	experimental		271.2881587953457	OMIM	APP	non	novel, supported	1
parkinson	NCT01211587	2010	safinamide	safinamide	approved	2017			MAOB	approved	pre-approval	6
parkinson	NCT01215227	2010	preladenant	preladenant	experimental		2230.4421629021217		ADORA2A	approved	metoo	5
parkinson	NCT01216904	2010	nicotine patch	nicotine	approved				CHRNA4	approved	repurposing	3
alzheimer	NCT01224106	2010	gantenerumab	gantenerumab	experimental		7785.464750171116	OMIM	APP	non	novel, supported	1
parkinson	NCT01227265	2010	preladenant	preladenant	experimental		1145.5277207392196		ADORA2A	approved	metoo	5
alzheimer	NCT01227564	2011	acc-001 10 μg/ qs-21 50 μg	vanutide cridificar	experimental		189.04312114989733	OMIM	APP	non	novel, supported	1
parkinson	NCT01227655	2011	benserazide	benserazide	approved		570.5023956194387		DDC	approved	repurposing	3
parkinson	NCT01227681	2010	g-csf	g-csf	approved		14.00684462696783		CSF3R	approved	repurposing	3
parkinson	NCT01229332	2011	carbidopa	carbidopa	approved	1975	19.975359342915812		DDC	approved	post-approval	7
alzheimer	NCT01230853	2010	active comparator a	lecanemab	experimental		200.41067761806983	OMIM	APP	non	novel, supported	1
ftd/als	NCT01232738	2011	rasagiline	rasagiline	approved		50.95687885010267		MAOB	approved	repurposing	3
alzheimer	NCT01238991	2010	acc-001	vanutide cridificar	experimental		159.0362765229295	OMIM	APP	non	novel, supported	1
parkinson	NCT01244269	2010	methylphenidate	methylphenidate	approved		2.9897330595482545		SLC6A3	approved	repurposing	3
alzheimer	NCT01245530	2008	inm-176	angelica gigas	supplement		768.8980150581793			non	novel, unsup	2
alzheimer	NCT01249196	2010	sk-pc-b70m	sk-pc-b70m	experimental					non	novel, unsup	2
alzheimer	NCT01254448	2010	tc-5619	bradanicline	experimental		25.177275838466805			non	novel, unsup	2
alzheimer	NCT01254773	2010	experimental bapineuzumab	bapineuzumab	experimental		328.17522245037645	OMIM	APP	non	novel, supported	1
alzheimer	NCT01255046	2015	sta-1	sta-1	supplement					non	novel, unsup	2
alzheimer	NCT01255163	2010	exendin-4 sc	exenatide	approved		341.60985626283366		GLP1R	approved	repurposing	3
parkinson	NCT01256905	2010	armodafinil	armodafinil	approved				SLC6A3	approved	repurposing	3
ftd/als	NCT01257581	2011	tamoxifen	tamoxifen	approved		115.48254620123203		ESR1	approved	repurposing	3
ftd/als	NCT01259050	2010	zinc and copper	zinc,copper	supplement					non	novel, unsup	2
parkinson	NCT01264861	2011	safinamide	safinamide	approved	2017	4.503764544832307		MAOB	approved	pre-approval	6
alzheimer	NCT01266525	2011	sar110894	sar110894	experimental		557.700205338809		HRH3	approved	metoo	5
parkinson	NCT01268891	2011	azilect®	rasagiline	approved	2006			MAOB	approved	post-approval	7
alzheimer	NCT01276353	2011	e2020	donepezil	approved	1996	56.18069815195072		ACHE	approved	post-approval	7
ftd/als	NCT01277315	2011	anakinra	anakinra	approved				IL1R1	approved	repurposing	3
parkinson	NCT01280123	2011	pioglitazone	pioglitazone	approved		665.2156057494866		PPARG	approved	repurposing	3
ftd/als	NCT01281189	2011	dexpramipexole	dexpramipexole	experimental		1577.4757015742641			non	novel, unsup	2
ftd/als	NCT01281631	2011	np001	np001	experimental		215.21697467488022			non	novel, unsup	2
alzheimer	NCT01282619	2010	huperzine a	huperzine a	approved					non	repurposing	3
parkinson	NCT01283594	2011	tozadenant (syn115) 120 mg bid	tozadenant	experimental		666.9404517453798		ADORA2A	approved	metoo	5
alzheimer	NCT01284387	2011	acc-001 (vanutide cridificar)	vanutide cridificar	experimental		388.7802874743326	OMIM	APP	non	novel, supported	1
ftd/als	NCT01285583	2010	tro19622	olesoxime	experimental		383.5920602327173			non	novel, unsup	2
parkinson	NCT01286935	2007	safinamide	safinamide	approved	2017	1632.37234770705		MAOB	approved	pre-approval	6
parkinson	NCT01291537	2011	duodopa	carbidopa	approved	1975			DDC	approved	post-approval	7
parkinson	NCT01294800	2011	preladenant	preladenant	experimental		1018.8911704312115		ADORA2A	approved	metoo	5
parkinson	NCT01296464	2011	carbidopa	carbidopa	approved	1975			DDC	approved	post-approval	7
alzheimer	NCT01300728	2011	newgam 10% ivig	octagam 10%	experimental		463.55099247091033			non	novel, unsup	2
parkinson	NCT01300819	2011	rotigotine	rotigotine	approved	2007	610.570841889117		DRD3	approved	post-approval	7
alzheimer	NCT01302340	2011	delta-thc	dronabinol	approved		49.51129363449692		CNR1	approved	repurposing	3
alzheimer	NCT01303744	2011	chf 5074 1x	chf 5074	experimental		104.34496919917865	OMIM	PSEN1	non	novel, supported	1
huntington	NCT01306929	2011	pridopidine	pridopidine	experimental		1609.7741273100617		SIGMAR1	approved	metoo	5
alzheimer	NCT01309763	2010	affitope ad03	ad03	experimental		30.357289527720738	OMIM	APP	non	novel, supported	1
parkinson	NCT01313819	2011	pk-merz® 200mg/500ml inj(amantadine) , normal saline 500ml inj	amantadine	approved	2003			GRIN3A	approved	post-approval	7
parkinson	NCT01313845	2011	amantadine sulfate	amantadine	approved	2003	61.20739219712526		GRIN3A	approved	post-approval	7
alzheimer	NCT01324518	2011	orm-12741	orm-12741	experimental		150.30800821355237		ADRA2C	approved	metoo	5
parkinson	NCT01327859	2003	prior donepezil 5mg	donepezil	approved		1190.488706365503		ACHE	approved	repurposing	3
parkinson	NCT01331122	2012	droxidopa	droxidopa	approved		0		ADRA1A	approved	repurposing	3
parkinson	NCT01336088	2011	adx48621	dipraglurant	experimental		69.53593429158111			non	novel, unsup	2
parkinson	NCT01338896	2011	rotigotine transdermal patch	rotigotine	approved	2007	9.352498288843258		DRD3	approved	post-approval	7
parkinson	NCT01340885	2011	exelon	rivastigmine	approved				ACHE	approved	repurposing	3
parkinson	NCT01341080	2010	varenicline	varenicline	approved				CHRNA4	approved	repurposing	3
parkinson	NCT01341431	2011	bee venom	bee venom	experimental		137.7138945927447			non	novel, unsup	2
alzheimer	NCT01343966	2011	mabt5102a	crenezumab	experimental		1269.4866529774126	OMIM	APP	non	novel, supported	1
alzheimer	NCT01350362	2011	tideglusib	tideglusib	experimental		459.9425051334702		GSK3B	non	novel, unsup	2
alzheimer	NCT01354444	2011	carvedilol	carvedilol	approved		162.05065023956195		ADRB1	approved	repurposing	3
alzheimer	NCT01354691	2011	ladostigil hemitartrate	lagostigil	experimental		417.6837782340862			non	novel, unsup	2
huntington	NCT01357681	2011	(2)-epigallocatechin-3-gallate (egcg)	epigallocatechin gallate	supplement		197.81519507186857			non	novel, unsup	2
