intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	db_target	db_status	incl_count
elecsys (roche) abeta42, ttau and ptau	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03174938","NCT03174938")						1
electrical bioimpedance	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03984708","NCT03984708")						0
electrical impedance myography	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710162","NCT02710162")						0
electrical muscle stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02370108","NCT02370108")						1
electrical stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03320681","NCT03320681")						1
electro-myography (emg)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01959373","NCT01959373")						0
electro-stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02722824","NCT02722824")						1
electroacupuncture	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02556164","NCT02556164")						2
electroconvulsive therapy (ect)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03926520","NCT03926520")						1
electrode position	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01696812","NCT01696812")						1
electroencephalogram-based neurofeedback	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04300933","NCT04300933")						1
electroencephalograms (eeg)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01959373","NCT01959373")						0
electroencephalography	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02548897","NCT02548897")						1
electromyographic (emg)-triggered (closed-loop) stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03076632","NCT03076632")						0
electromyography (emg)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01900132","NCT01900132")						1
electronic monitoring cap	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00361205","NCT00361205")						1
electronic muscle stimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01971528","NCT01971528")						1
electrophysiological data collection	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04286308","NCT04286308")						0
electrophysiological data from dbs	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03874611","NCT03874611")						0
electrophysiological recording and measurement devices	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03079960","NCT03079960")						0
electrophysiological tests	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01748409","NCT01748409")						0
electrophysiology	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02429492","NCT02429492")						0
electrostimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00683566","NCT00683566")						1
elenbecestat (e2609)	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02322021","NCT02322021")						4
eligard 22.5mg suspension for injection	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03649724","NCT03649724")						1
eliprodil	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001929","NCT00001929")					non	1
elnd005	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00568776","NCT00568776")						4
elnd005 (scyllo-inositol)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00934050","NCT00934050")						1
elontril	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01047254","NCT01047254")						1
eltoprazine hcl	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02439125","NCT02439125")						3
eltrombopag	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02099747","NCT02099747")					approved	0
embryonic dopamine cell implant surgery	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00038116","NCT00038116")						1
emd 128130	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00009048","NCT00009048")						1
emg	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01019343","NCT01019343")						1
emotion assessment	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03425877","NCT03425877")						1
emotion reporting control condition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03610698","NCT03610698")						0
emotional facial expression recognition tests	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01315405","NCT01315405")						0
emotional prosodic treatment	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01956266","NCT01956266")						1
empirical unblinded deep brain stimulation programming	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01945567","NCT01945567")						1
emst	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00856518","NCT00856518")						2
emst + lung volume recruitment (lvr)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03202017","NCT03202017")						1
emst - active treatment	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00843739","NCT00843739")						1
ena713	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01614886","NCT01614886")						3
encoreanywhere with data available to review	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03154450","NCT03154450")						1
encoreanywhere with no data available to review	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03154450","NCT03154450")						1
endocannabinoid palmitoylethanolamide (pea)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02645461","NCT02645461")						1
enduramide placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00580931","NCT00580931")						1
endurance	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03882398","NCT03882398")						1
endurance exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01521728","NCT01521728")						1
endurance training	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02968875","NCT02968875")						1
energy metabolism by chronic bilateral subthalamic stimulation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00529724","NCT00529724")						1
enhanced consent procedure	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00453544","NCT00453544")						0
enhanced medical engagement	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03987464","NCT03987464")						1
enhanced physical activity	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02384993","NCT02384993")						1
enhanced psycho-education about dementia and caregiving	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03218982","NCT03218982")						0
enhanced usual care	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03786471","NCT03786471")						2
enhanced usual care (euc)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00596284","NCT00596284")						1
enhanced usual condition	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03622814","NCT03622814")						1
enhanced usual primary care (eu-pc)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02380703","NCT02380703")						0
enhancing physical activity intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00721383","NCT00721383")						0
ent-01	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03047629","NCT03047629")						1
entacapone	drug	7	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02170376","NCT02170376")				COMT	approved	5
entacapone 400mg oral dose	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04246437","NCT04246437")						0
entacapone and carbidopa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00562198","NCT00562198")						1
envarsus xr	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03828058","NCT03828058")						0
environmental skill building	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00908492","NCT00908492")						0
eol (eye on line)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02313402","NCT02313402")						1
epax 1050tg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00211159","NCT00211159")						1
epi-589	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02462603","NCT02462603")					non	2
epi-743 200mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01923584","NCT01923584")						1
epi-743 400mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01923584","NCT01923584")						1
epigallocatechin-3-gallate (egcg)	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01699711","NCT01699711")						1
epigallocatechin-gallate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00951834","NCT00951834")						1
episodic memory	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03991624","NCT03991624")						1
equiped-adrd intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03723707","NCT03723707")						1
equistasi	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03211260","NCT03211260")						2
er cd-ld	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03007888","NCT03007888")						1
er tablet 100 mg azd3241	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01527695","NCT01527695")						1
er tablet 25 mg azd3241	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01527695","NCT01527695")						1
eradication of helcobacter pylori	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02112812","NCT02112812")						1
eradication therapy for h.pylori infection	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02112812","NCT02112812")						1
eradication therapy for helicobacter pylori	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02112812","NCT02112812")						1
erchonia als laser	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537626","NCT02537626")						1
erickson hypnosis	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04259203","NCT04259203")						1
erinacine a-enriched hericium erinaceus mycelia	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04065061","NCT04065061")						1
errorless learning	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01095718","NCT01095718")						2
erythromycin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02005029","NCT02005029")					non	1
erythropoetin (epo)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00298597","NCT00298597")						1
erythropoietin human recombinant (eporh)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01010802","NCT01010802")						1
es-citalopram	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01876823","NCT01876823")						1
escitalopram	drug	9	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03108846","NCT03108846")					non	8
escitalopram (lexapro)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00260624","NCT00260624")						1
escitalopram pill	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03274817","NCT03274817")						1
esml-ex (physical activity program)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01550718","NCT01550718")						1
esml-social (social activity program)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01550718","NCT01550718")						1
esophagal stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00873470","NCT00873470")						0
estrogen	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00018343","NCT00018343")						3
eszopiclone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00324896","NCT00324896")				GABRA1,GABRA1	approved	1
etanercept	biological	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01716637","NCT01716637")				TNF,LTA	approved	2
etanercept given by perispinal administration	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00203359","NCT00203359")						2
ethnodyne visio	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02815800","NCT02815800")						1
ethyl-epa (miraxion™)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00146211","NCT00146211")						1
etoposide	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")					non	0
evaluation by investigator	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02933372","NCT02933372")						1
evaluation of apathy close to real life situation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02496312","NCT02496312")						0
evaluation of the update	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03991624","NCT03991624")						1
evaluation of word generation and of motivation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01888276","NCT01888276")						0
everolimus	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00286624","NCT00286624")				MTOR	approved	0
evidence-based treatment	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03371706","NCT03371706")						1
evoo	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03824197","NCT03824197")						1
evoo-c	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04229186","NCT04229186")						1
evp-0962	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01661673","NCT01661673")						1
evp-6124	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01073228","NCT01073228")						3
evp-6124 (0.1 mg/day)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00766363","NCT00766363")						1
evp-6124 (0.3 mg/day)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00766363","NCT00766363")						1
evp-6124 (1.0 mg/day)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00766363","NCT00766363")						1
ewing's tests	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03094910","NCT03094910")						0
exablate bilateral subthalamotomy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03964272","NCT03964272")						1
exablate neuro thalamotomy treatment	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04002596","NCT04002596")						1
exablate pallidotomy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03319485","NCT03319485")						1
exablate subthalamotomy	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03454425","NCT03454425")						1
exablate transcranial mrgfus	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01772693","NCT01772693")						1
exablate transcranial system	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02246374","NCT02246374")						2
examination of vibration perception threshold in fingertips	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03094910","NCT03094910")						0
excitation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03347084","NCT03347084")						1
exelon	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01340885","NCT01340885")						2
exelon patch (rivastigmine transdermal system)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01519271","NCT01519271")						1
exenatide	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01971242","NCT01971242")				GLP1R	approved	4
exenatide extended release 2mg (bydureon)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04232969","NCT04232969")						1
exendin-4 sc	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01255163","NCT01255163")						1
exercise	behavioral	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03330470","NCT03330470")						38
exercise	other	11	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04108520","NCT04108520")						38
exercise and education for parkinson's disease	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02231073","NCT02231073")						1
exercise education	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03670615","NCT03670615")						1
exercise group	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03752346","NCT03752346")						1
exercise only	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04223245","NCT04223245")						4
exercise only	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03517371","NCT03517371")						4
exercise program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01749917","NCT01749917")						1
exercise program followed by long walk in group	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04266782","NCT04266782")						1
exercise program followed by long walk in group (controls)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04266782","NCT04266782")						1
exercise programme	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01439022","NCT01439022")						1
exercise stress test	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03156400","NCT03156400")						0
exercise therapy	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03473522","NCT03473522")						6
exercise therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03189680","NCT03189680")						6
exercise training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01879267","NCT01879267")						8
exercise training	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01038726","NCT01038726")						8
exercise training program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01183806","NCT01183806")						1
exercise+multi-modal sensory feedback (mmsf)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04223245","NCT04223245")						1
exercise, education	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00167453","NCT00167453")						1
exercise, physical therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00387218","NCT00387218")						1
exercise--rock steady boxing class	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04140708","NCT04140708")						1
exercise-based behavioral therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01520948","NCT01520948")						4
exercise-based behavioral therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00866710","NCT00866710")						4
exercises	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03235284","NCT03235284")						1
exercises and nintendo wii	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03235284","NCT03235284")						1
exercises oriented, manual and monitoring by phone	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02510833","NCT02510833")						1
exercises oriented, manual and without monitoring by phone	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02510833","NCT02510833")						1
