nct	intervention_name	intervention_type
NCT01843075	liraglutide	drug
NCT01843075	placebo	drug
NCT03070119	biib067	drug
NCT03718156	prepared trial intervention	other
NCT00335374	pardoprunox	drug
NCT03186989	ionis maptrx	drug
NCT03186989	placebo	other
NCT03160898	ck-2127107	drug
NCT03160898	placebo	drug
NCT02676843	18f-av-1451	drug
NCT01019473	afq056	drug
NCT01019473	placebo	drug
NCT04175132	foliglurax	drug
NCT04175132	foliglurax	drug
NCT04090385	transcranial direct current stimulation	device
NCT01956266	emotional prosodic treatment	behavioral
NCT01315405	emotional facial expression recognition tests	behavioral
NCT02671396	virtual reality based intervention	behavioral
NCT02671396	conventional intervention	behavioral
NCT01886820	[18f]nav4694	drug
NCT03504748	deep rtms	device
NCT03504748	placebo deep rtms	device
NCT00853346	cognitive behavioral therapy	behavioral
NCT00853346	cognitive behavioral therapy	behavioral
NCT01669876	anatabloc(r)	dietary supplement
NCT01669876	placebo	dietary supplement
NCT03297177	microcannula harvest adipose	procedure
NCT03297177	centricyte 1000	device
NCT03297177	sterile normal saline infusion	procedure
NCT02598973	exercise	behavioral
NCT03111472	self-management guide for people with parkinson's who fall and their informal caregivers	other
NCT01264614	strengthening exercise	behavioral
NCT00459550	gsk933776	drug
NCT00459550	placebo to match gsk933776	drug
NCT03630419	mito-food plan	dietary supplement
NCT03630419	cellular repair therapy	other
NCT02719327	icosapent ethyl (ipe)	drug
NCT02719327	gel cap placebo	other
NCT02061722	pet imaging with [18f]mni-659	radiation
NCT00477802	botulinum toxin type a	biological
NCT00477802	placebo	biological
NCT02843906	lombar punction	procedure
NCT02843906	magnetic resonance imaging (mri)	radiation
NCT02843906	positron-emission tomography (tep) /(fdg)	radiation
NCT02843906	psychiatric tests	other
NCT02843906	neuropsychological tests	other
NCT02843906	apolipoprotein (apoe) detection	genetic
NCT02479802	albumin	biological
NCT01573260	argentinean tango classes	other
NCT01573260	simple pamphlet about the exercise in pd	other
NCT03995732	pc-sod	drug
NCT03995732	placebo	drug
NCT01746706	pet amyloid tracer (florbetapir f18 av45 f18	device
NCT03805659	hd-tdcs	device
NCT03805659	sham	device
NCT01815281	foot mechanical stimulation (gondola)	device
NCT00474552	sam-315	drug
NCT00001933	nefiracetam	drug
NCT01486849	ck-2017357	drug
NCT01486849	placebo	drug
NCT01486849	riluzole 50 mg	drug
NCT00063310	leuprolide acetate	drug
NCT03963388	speech therapy	other
NCT02899403	rapid visual information processing (rvip) test	other
NCT02604914	nd0612	drug
NCT02604914	lcig	drug
NCT01892176	coenzyme q10	dietary supplement
NCT00818662	immune globulin intravenous (human), 10% (igiv, 10%) 400 mg/kg	biological
NCT00818662	immune globulin intravenous (human), 10% (igiv, 10%) 200 mg/kg	biological
NCT00818662	placebo solution: human albumin 0.25% - 4 ml/kg	biological
NCT00818662	placebo solution: human albumin 0.25% - 2 ml/kg	biological
NCT03082755	gabapentin enacarbil	drug
NCT03082755	placebo oral tablet	drug
NCT00750529	galantamine and donepezil	drug
NCT01100762	cranial electric stimulation (ces)	device
NCT01100762	treadmill	device
NCT01100762	ces and treadmill	device
NCT00243945	rotigotine	drug
NCT03059212	rtms	device
NCT03059212	sham stimulation	device
NCT01142258	trazodone	drug
NCT01142258	placebo	drug
NCT02474251	continuous positive airway pressure device	other
NCT03637023	virtual reality	behavioral
NCT03637023	exercise therapy	behavioral
NCT03615027	dementia-specific advance care planning	behavioral
NCT03228888	administration of rhytmic acoustic stimuli for gait training	other
NCT01998711	memory group	behavioral
NCT00465452	continuous release dopamine agonists	drug
NCT04277247	botulinum toxin type a	drug
NCT04277247	placebo	drug
NCT01174810	exenatide	drug
NCT00034762	risperidone	drug
NCT03103399	comtan®	drug
NCT03103399	nebicapone	drug
NCT03103399	levodopa/ddci	drug
NCT03103399	placebo	drug
NCT03073876	donepezil hydrochloride	drug
NCT03073876	placebo	drug
NCT04054141	mag stim	device
NCT02605434	accordion pill™ carbidopa/levodopa	drug
NCT02605434	sinemet®	drug
NCT02605434	placebo -ap-cd/ld	drug
NCT02605434	placebo- sinemet	drug
NCT02236832	transcranial magnetic stimulation	device
NCT02236832	mri imaging	other
NCT02236832	eeg recording	other
NCT02236832	neuropsychological examination	behavioral
NCT02459886	biib054	drug
NCT02459886	placebo	drug
NCT01325259	neuropsychologic assessment	other
NCT01325259	[18f]av-45 pet	radiation
NCT01325259	18-fdg pet	radiation
NCT01325259	mri	other
NCT02525367	online cognitive training	behavioral
NCT02525367	active control condition	behavioral
NCT00257673	mem 1003	drug
NCT00257673	mem 1003	drug
NCT00257673	placebo for mem 1003	drug
NCT03434496	gait trainer 3	device
NCT02891473	mézières method	other
NCT02891473	home based exercise program	other
NCT02763137	standard ld/cd	drug
NCT02763137	semi continuous intra-oral administration of ld/cd	drug
NCT00495417	affitope ad01	biological
NCT00495417	affitope ad01 adjuvanted	biological
NCT01970891	neuromuscular stimulation device	device
NCT02079246	idalopirdine 60 mg	drug
NCT01568073	bia 9-1067	drug
NCT01568073	entacapone	drug
NCT01568073	placebo	drug
NCT01568073	levodopa	drug
NCT01568073	carbidopa	drug
NCT01568073	benserazide	drug
NCT02377206	adas-cog evaluation	other
NCT03208491	serious games use	other
NCT03208491	usual care	other
NCT02290912	health education program	behavioral
NCT01364545	ketone ester drink	dietary supplement
NCT01364545	placebo (carbohydrate containing) drink	dietary supplement
NCT03475446	real anodal tdcs healthy elderly	device
NCT03475446	real tacs healthy elderly	device
NCT03475446	sham tes healthy elderly	device
NCT03475446	real anodal tdcs mci	device
NCT03475446	real tacs mci	device
NCT03475446	sham tes mci	device
NCT03475446	real anodal tdcs ad	device
NCT03475446	real tacs ad	device
NCT03475446	sham tes ad	device
NCT01079819	bms-708163	drug
NCT01079819	bms-708163	drug
NCT01079819	placebo	drug
NCT01079819	placebo	drug
NCT03540134	intracerebral infusion of autologous cerebral spinal fluid	device
NCT00086138	sertraline (zoloft)	drug
NCT00086138	placebo	drug
NCT03794661	clinician programmer electrode screening mode tool	device
NCT03823638	oral d-mannitol of placebo	dietary supplement
NCT02720445	nicotine transdermal patch	drug
NCT02720445	placebo patch	drug
NCT02552836	interpersonal psychotherapy	behavioral
NCT02552836	supportive psychotherapy	behavioral
NCT00888056	bilateral chronic electrical stimulation of the hypothalamus/fornix	procedure
NCT00105638	educational program, by telephone	behavioral
NCT01888276	evaluation of word generation and of motivation	other
NCT00859131	rabbit antithymocyte globulin	drug
NCT00859131	daclizumab	drug
NCT01789047	topiramate	drug
NCT01789047	placebo	drug
NCT01789047	amantadine	drug
NCT00561392	rivastigmine 5 and 10 cm^2 patch	drug
NCT04221659	transcranial direct current stimulation	device
NCT02860065	cpc-201	drug
NCT02860065	positron emission tomography (pet)	other
NCT02727257	mirt	procedure
NCT00490568	rosiglitazone xr	drug
NCT00977184	50 hz repetitive tms	procedure
NCT00977184	sham rtms	procedure
NCT00464334	v950	biological
NCT00464334	iscomatrix™	biological
NCT00464334	placebo to v950	biological
NCT00907595	ramelteon	drug
NCT00907595	placebo	drug
NCT01141023	datscan	drug
NCT01565291	florbetapir f 18	drug
NCT04162990	lifestyle remodeling intervention	behavioral
NCT04162990	does comparator: regular treatment	behavioral
NCT04115384	novolin-r insulin	drug
NCT00005853	anti-thymocyte globulin	biological
NCT00005853	etanercept	biological
NCT01421056	chf 5074 1x	drug
NCT01421056	chf 5074 2x	drug
NCT01421056	chf 5074 3x	drug
NCT03720418	oxb-102	drug
NCT03720418	imitation surgical procedure (isp)	other
NCT00845000	sch 420814 10 mg	drug
NCT00845000	sch 420814 100 mg	drug
NCT00845000	placebo	drug
NCT00845000	levodopa	drug
NCT00845000	carbidopa	drug
NCT04054960	active tpcs	device
NCT04054960	sham tpcs	device
NCT04054960	levodopa tablet	drug
NCT02926820	cogmed qm	behavioral
NCT03961282	doorway width test	other
NCT03961282	door frame color test	other
NCT03037398	vercise deep brain stimulation system	device
NCT04347668	virtual reality	other
NCT04347668	usual care	other
NCT02003248	transcranial magnetic resonance guided focused ultrasound pallidotomy	device
NCT02216188	affitope® pd01a	biological
NCT02216188	control	other
NCT00886951	i123mni388/i123mni390	drug
NCT00886522	intrabone cord blood infusion	procedure
NCT04045444	walking	other
NCT04045444	cognitive task	other
NCT00866502	snn0031	drug
NCT00866502	placebo	drug
NCT00888004	afq056	drug
NCT00888004	placebo	drug
NCT00675623	dimebon	drug
NCT00675623	dimebon	drug
NCT00675623	placebo	drug
NCT01338896	rotigotine transdermal patch	drug
NCT02134561	psychological interview	behavioral
NCT02134561	mri	radiation
NCT02134561	cognitive tests	other
NCT02134561	neurological tests	other
NCT01545414	icbt	behavioral
NCT01545414	icontrol	behavioral
NCT01469741	prospective memory strategy	behavioral
NCT02463825	pimozide 2 mg per day	drug
NCT02463825	pimozide 4 mg per day	drug
NCT02463825	placebo (lactose tablet)	drug
NCT01586455	human placental derived stem cell	drug
NCT03267550	sceneray wireless and remote dbs system	device
NCT03517371	mhealth delivered exercise program	other
NCT03517371	exercise only	other
NCT02487407	odm-109	drug
NCT02487407	placebo for odm-109	drug
NCT02111330	pbf-509	drug
NCT02111330	placebo	drug
NCT01513278	apn201	drug
NCT01513278	placebo	drug
NCT04204889	oxaloacetic acid	drug
NCT01142336	simvastatin	drug
NCT01142336	placebo	drug
NCT04127578	pr001a	biological
NCT04127578	sham procedure	other
NCT02169453	bia 9-1067	drug
NCT02169453	placebo	drug
NCT02169453	sinemet® cr 100/25	drug
NCT03608553	mr guided focused ultrasound	device
NCT03180515	activa pc+s neurostimulator	device
NCT03770182	neurolith	device
NCT01264861	safinamide	drug
NCT01736891	rasagiline	drug
NCT01736891	placebo	drug
NCT03693872	apomorphine	drug
NCT03693872	dopaminergic agonist + apomorphine	drug
NCT03443973	gantenerumab	drug
NCT03443973	placebo	drug
NCT02125032	transcranial low voltage pulsed electromagnetic fields (t-pemf)	device
NCT02125032	placebo transcranial low voltage electromagnetic fields	device
NCT00105521	sarizotan	drug
NCT00105521	placebo	drug
NCT01485952	sen0014196 (low dose)	drug
NCT01485952	sen0014196 (high dose)	drug
NCT01485952	placebo	drug
NCT03784183	cognitive stimulation (cs)	other
NCT02588144	[standard stn]	procedure
NCT02588144	[stn+snr]	procedure
NCT03489044	levetiracetam	drug
NCT03489044	placebo oral tablet	drug
NCT02537938	ngp 555	drug
NCT02621606	[11c]mk-6884	drug
NCT02731677	acupuncture	other
NCT03893071	hydroxypropyl-β-cyclodextrin	drug
NCT00376051	citalopram	drug
NCT00294554	memantine	drug
NCT00294554	placebo oral tablet	drug
NCT03374917	abbv-951	drug
NCT00253214	galantamine hydrobromide	drug
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	meg	procedure
NCT01882010	sargramostim	drug
NCT01882010	placebo	drug
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	procedure
NCT01882010	meg	procedure
NCT01882010	blood draw	procedure
NCT01882010	physical exam and updrs part iii assessment	behavioral
NCT01882010	motion analysis	procedure
NCT01882010	motion analysis	procedure
NCT01882010	motion analysis	procedure
NCT00438724	information, counseling and support	behavioral
NCT00036296	talampanel	drug
NCT03575676	som3355 100mg bid	drug
NCT03575676	som3355 200mg bid	drug
NCT03575676	placebo bid	drug
NCT00319657	hematopoietic cell transplantation	biological
NCT00319657	total lymphoid irradiation	radiation
NCT01646255	rotigotine	drug
NCT01646255	placebo patch	drug
NCT01646255	l-dopa	drug
NCT01581645	mobilaser	device
NCT03342326	exposure to familiar songs	other
NCT03342326	music experience questionnaire	other
NCT03342326	implicit tasks memory	other
NCT03342326	questionnaires	other
NCT02610231	istradefylline 20 mg or 40 mg	drug
NCT01089010	placebo	drug
NCT01089010	250 mg ck-2017357	drug
NCT01089010	500 mg ck-2017357	drug
NCT01294540	drug: e2609	drug
NCT01294540	placebo	drug
NCT00627848	rivastigmine	drug
NCT02266004	transcranial direct current stimulation (tdcs)	device
NCT02266004	locomotor training	other
NCT00623103	rivastigmine capsule	drug
NCT00623103	rivastigmine transdermal patch	drug
NCT01639469	structured exercise	behavioral
NCT01639469	lifestyle exercise	behavioral
NCT00702143	florbetapir f 18	drug
NCT01962064	cognitive assessment	behavioral
NCT01962064	brain imaging examination mri	other
NCT03577483	voice recordings	procedure
NCT02211079	jnj-54861911	drug
NCT02211079	caffeine	drug
NCT02211079	midazolam	drug
NCT02211079	tolbutamide	drug
NCT03689465	atg	drug
NCT03689465	ctx	drug
NCT03689465	mycophenolate mofetil	drug
NCT03689465	ciclosporin a (csa)	drug
NCT03689465	methotrexate (mtx)	drug
NCT00843739	emst - active treatment	device
NCT00843739	sham emst	device
NCT01297036	donepezil, odt 10 mg	drug
NCT01297036	donepezil, 10 mg tablet	drug
NCT00104013	xaliproden (sr57746a)	drug
NCT00416169	galantamine hydrobromide	drug
NCT04019665	mmse (mini mental state examination)	other
NCT04019665	sage (self-administered gerocognitive exam)	other
NCT02286011	mnc (mononuclear cells)	biological
NCT02286011	saline	other
NCT03455309	ndv-3a	biological
NCT03455309	placebo	biological
NCT01620164	psychophysical measurements of 3d perception	other
NCT02873546	transcranial direct current stimulation (tdcs)	device
NCT01334450	tms , h2-coil	device
NCT02216474	transcranial direct current stimulation	other
NCT02222181	pharmacotherapy management	other
NCT03546244	musical treadmill	behavioral
NCT03546244	traditional treadmill	behavioral
NCT04342273	kw-6356	drug
NCT04342273	kw-6356	drug
NCT04342273	placebo	drug
NCT04342273	moxifloxacin	drug
NCT03671889	blood brain barrier (bbb) disruption	device
NCT00873392	transdermal nicotine	drug
NCT00873392	usual drug treatment of parkinson's disease	other
NCT01729494	alemtuzumab	drug
NCT01729494	rabbit antithymocyte globulin	drug
NCT01729494	belatacept	drug
NCT01729494	tacrolimus	drug
NCT01729494	mycophenolate mofetil	drug
NCT01729494	early cessation of steroids	drug
NCT03976505	reading a table format prescription on a touch screen	other
NCT03976505	reading a textual format prescription on a touch screen	other
NCT03976505	filling a virtual pillbox displayed on the screen as prescribed in the prescription	other
NCT03976505	eye-tracker	other
NCT03976505	cognitive tests and questionary	other
NCT01275573	repetitive transcranial magnetic stimulation	device
NCT03242499	lovastatin	drug
NCT03242499	placebo	drug
NCT03835507	recombinant human erythropoietin(rhepo)	drug
NCT04055623	monthly autologous treg cells infusions + 3 times per week interleukin-2 injections	biological
NCT04055623	monthly placebo infusions + 3 times per week placebo injections	other
NCT04055623	monthly autologous treg cells infusions + 3 times per week interleukin-2 injections	biological
NCT02331784	computerized plasticity-based software	behavioral
NCT02331784	commercially available video game	behavioral
NCT00939783	dimebon	drug
NCT00360009	dbs of the stn	procedure
NCT00360009	dbs of the gpi	procedure
NCT01867775	mirtazapine	drug
NCT01759888	18f-dtbz	drug
NCT01154166	requip pr	drug
NCT01154166	placebo	drug
NCT01439022	exercise programme	behavioral
NCT01439022	hand writing programme	behavioral
NCT00216502	galantamine hydrobromide	drug
NCT02516046	18f-av-1451	drug
NCT00663312	e.g., protein and calorie controlled diet; self-hypnotic relaxation	behavioral
NCT02221544	low-frequency repetitive transcranial magnetic stimulation	device
NCT02221544	rtms maintenance	device
NCT02221544	sham	device
NCT02221544	sham maintenance	device
NCT03980418	datscan spect/ct in veriton-ct camera	procedure
NCT02829801	aat and cognitive stimulation and rehabilitation of social tie.	behavioral
NCT02829801	cognitive stimulation and rehabilitation of social tie.	behavioral
NCT00244387	spm 962	drug
NCT02212678	n-acetylcysteine capsule	drug
NCT03454646	cholinesterase inhibitors (ci) (donepezil, galantamine or rivastigmine)	drug
NCT01681641	a psycho-social intervention	other
NCT00857389	thiotepa	drug
NCT00857389	clofarabine	drug
NCT00857389	busulfan	drug
NCT00857389	allogeneic stem cell transplantation	procedure
