intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments
dha	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03613844","NCT03613844")			
dha (docosahexaenoic acid)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00440050","NCT00440050")			
dhp1401	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03055741","NCT03055741")			
diagnosis of caregivers' problems	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00147693","NCT00147693")			
diagnosis of mci versus no mci (sci or healthy patient)	diagnostic test	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03138018","NCT03138018")			
diagnosis variables	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03452618","NCT03452618")			
diary (for reporting all impulse control disorders especially compulsive eating disorders)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03818243","NCT03818243")			
diary completion	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02785978","NCT02785978")			
diet and exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03117829","NCT03117829")			
different diets	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02274324","NCT02274324")			
diffusion tensor imaging and fibres tracking	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01794195","NCT01794195")			
digoxin	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00831506","NCT00831506")			
diluent: phosphate buffered saline	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00498602","NCT00498602")			
dim red light (sun ray sunbox sb-558)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01338649","NCT01338649")			
dimac02	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02789800","NCT02789800")			
dimebon	drug	25	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00825084","NCT00825084")			
dimebon (latrepirdine)	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00954590","NCT00954590")			
dimebon + dextromethorphan	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00788047","NCT00788047")			
dimebon + ketoconazole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00931073","NCT00931073")			
dimebon + omeprazole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00931073","NCT00931073")			
dimebon 20 mg po tid	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00912288","NCT00912288")			
dimebon alone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00931073","NCT00931073")			
dimebon ir	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00990613","NCT00990613")			
dimebon ir tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00988624","NCT00988624")			
dimebon mr1	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00988624","NCT00988624")			
dimebon mr2	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00988624","NCT00988624")			
dimebon mr3	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00988624","NCT00988624")			
dimebon mr4	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00988624","NCT00988624")			
dimebon tablet for oral administration	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01066546","NCT01066546")			
dimebon transdermal	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00990613","NCT00990613")			
diphenhydramine	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")			
direct current polarization	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00077896","NCT00077896")			
direct current stimulation using anodal electrode	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01746498","NCT01746498")			
direct current stimulation using cathodal electrode	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01746498","NCT01746498")			
directional and single ring stn-dbs on gait	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04223427","NCT04223427")			
directional deep brain stimulation of stn	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03548506","NCT03548506")			
directional stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02989610","NCT02989610")			
directstn acute lead connected to external neurostimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01764815","NCT01764815")			
divalproex	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00208819","NCT00208819")			
divalproex er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00375557","NCT00375557")			
dkf-310	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02695004","NCT02695004")			
dl-alpha-tocopherol	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00235716","NCT00235716")			
dm-1992	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01515410","NCT01515410")			
dmxb-a	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00414622","NCT00414622")			
dna analysis	genetic	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00354419","NCT00354419")			
dnl151	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04056689","NCT04056689")			
dnl201	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03710707","NCT03710707")			
dnl747	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03757351","NCT03757351")			
dns-7801 (high dose)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03306329","NCT03306329")			
dns-7801 (low-dose)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03306329","NCT03306329")			
docosahexaenoic acid	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02541929","NCT02541929")			
docosahexaenoic acid (dha)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01563913","NCT01563913")			
does comparator: regular treatment	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04162990","NCT04162990")			
dolutegravir	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02437110","NCT02437110")			
domperidone	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00103597","NCT00103597")			
domperidone (drug)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00305331","NCT00305331")			
donepepzil	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03740178","NCT03740178")			
donepezil	drug	69	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03810794","NCT03810794")			
donepezil	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00348309","NCT00348309")			
donepezil (aricept)	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00630851","NCT00630851")			
donepezil (aricept®)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00768261","NCT00768261")			
donepezil + placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00911807","NCT00911807")			
donepezil .	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01487395","NCT01487395")			
donepezil 10 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00777608","NCT00777608")			
donepezil 5 - 10 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00777608","NCT00777608")			
donepezil 5-10mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00710684","NCT00710684")			
donepezil 5mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")			
donepezil hcl	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02087865","NCT02087865")			
donepezil hcl (aricept)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00477659","NCT00477659")			
donepezil hydrochloride	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03073876","NCT03073876")			
donepezil hydrochloride (aricept)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00711204","NCT00711204")			
donepezil patch	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03197740","NCT03197740")			
donepezil placebo	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03030105","NCT03030105")			
donepezil plus placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00959881","NCT00959881")			
donepezil tds	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03432195","NCT03432195")			
donepezil tds version a	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02968719","NCT02968719")			
donepezil tds version b	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02968719","NCT02968719")			
donepezil tds version d	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02968719","NCT02968719")			
donepezil tds version e	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02968719","NCT02968719")			
donepezil,	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01255046","NCT01255046")			
donepezil, 10 mg tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01297036","NCT01297036")			
donepezil, odt 10 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01297036","NCT01297036")			
donezepil (aricept)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00483028","NCT00483028")			
donor blood stem cells and t cells	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03292445","NCT03292445")			
donor cd34+ and cd3+ cells	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03707262","NCT03707262")			
donor fmt	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03808389","NCT03808389")			
donor lymphocyte infusion (dli)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00499889","NCT00499889")			
door cover/floor cover	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00997425","NCT00997425")			
door frame color test	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03961282","NCT03961282")			
doorway width test	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03961282","NCT03961282")			
dopamine agent	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03151460","NCT03151460")			
dopamine agonists (pramipexole, ropirinole)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02347059","NCT02347059")			
dopaminergic agonist + apomorphine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03693872","NCT03693872")			
dopaminergic agonists	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01683253","NCT01683253")			
doxepin and zopiclone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01489982","NCT01489982")			
doxycycline	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00439166","NCT00439166")			
dpa-714-pet/mri	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03457493","NCT03457493")			
driving decision aid	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04141891","NCT04141891")			
dronabinol	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00812851","NCT00812851")			
dronabinol (marinol®)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02792257","NCT02792257")			
droxidopa	drug	14	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03173781","NCT03173781")			
droxidopa capsules	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02586623","NCT02586623")			
drug-drug interaction	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01978327","NCT01978327")			
drug: e2609	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01294540","NCT01294540")			
drug: evp-6124	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01969136","NCT01969136")			
drug: f 18 t807	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02414230","NCT02414230")			
drug: nic5-15	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01928420","NCT01928420")			
dry needling	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04101214","NCT04101214")			
dry needling stimulation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03320681","NCT03320681")			
dual task	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03425877","NCT03425877")			
dual task	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03902990","NCT03902990")			
dual task (dt) training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04269590","NCT04269590")			
dual task group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02538029","NCT02538029")			
dual task training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04115683","NCT04115683")			
dual-task cognitive-cycling training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04114318","NCT04114318")			
dual-task training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03623841","NCT03623841")			
duloxetine	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02857244","NCT02857244")			
duloxetine hydrochloride	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00437125","NCT00437125")			
duoc-01	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02254863","NCT02254863")			
duodopa	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01291537","NCT01291537")			
dva	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02663531","NCT02663531")			
dynacirc cr (isradipine)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00753636","NCT00753636")			
dynamic standing table	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03045211","NCT03045211")			
dysphagia detection system	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03387267","NCT03387267")			
e-tapper tt-r1	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03014050","NCT03014050")			
e.g., protein and calorie controlled diet; self-hypnotic relaxation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00663312","NCT00663312")			
e0302 (mecobalamin)	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00444613","NCT00444613")			
e2007	drug	10	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01172379","NCT01172379")			
e2020	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01404169","NCT01404169")			
e2212	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01221259","NCT01221259")			
e2609	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01600859","NCT01600859")			
e: combo: donepezil 10 mg + mk-3134 25 mg + scopolamine 0.5 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01181310","NCT01181310")			
early cessation of steroids	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01729494","NCT01729494")			
early nippv	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00116558","NCT00116558")			
early order of palliative care consultation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02858778","NCT02858778")			
early retreatment with atg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01163942","NCT01163942")			
early stage memory loss support group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00391794","NCT00391794")			
easy listener fm system (phonic ear corp.)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02407067","NCT02407067")			
eating assessment tool-10	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710162","NCT02710162")			
ebicomb	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03954613","NCT03954613")			
ebixa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01849042","NCT01849042")			
ecmo resuscitation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03700125","NCT03700125")			
ecocapture	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272230","NCT03272230")			
ecological environmental therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02462291","NCT02462291")			
edaravone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272802","NCT03272802")			
education	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00558402","NCT00558402")			
education and skill building rehabilitation-mobile (esbr-m)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03417219","NCT03417219")			
education and supervision	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01217541","NCT01217541")			
education classes	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01076712","NCT01076712")			
education control	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00908492","NCT00908492")			
education only	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03455569","NCT03455569")			
educational handout	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01532986","NCT01532986")			
educational intervention on ad	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02685787","NCT02685787")			
educational lectures	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03269149","NCT03269149")			
educational materials - patient & clinician	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03984396","NCT03984396")			
educational program, by telephone	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00105638","NCT00105638")			
educational seminar	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00391794","NCT00391794")			
educational sessions	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01038726","NCT01038726")			
educational training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03382353","NCT03382353")			
educational/resources program	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01378195","NCT01378195")			
eeg	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01880151","NCT01880151")			
eeg	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01019343","NCT01019343")			
eeg guided neurofeedback (nfb)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04017481","NCT04017481")			
eeg recording	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01476228","NCT01476228")			
eeg recording	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02236832","NCT02236832")			
eeg/meg	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03694132","NCT03694132")			
egb 761® (tanakan®)	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00500500","NCT00500500")			
egb761®	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00814346","NCT00814346")			
egcg	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03978052","NCT03978052")			
eh301	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03489200","NCT03489200")			
ehpad control	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01143350","NCT01143350")			
eht 0202 etazolate	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00880412","NCT00880412")			
