intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	regulatory_status	comment	priority
cvt-301 high dose	drug	1	NCT02240030						FALSE
cvt-301 low dose	drug	1	NCT02240030						FALSE
cvt-301, lip	drug	1	NCT02807675						FALSE
cvxl-0107	drug	1	NCT02641054						FALSE
cx-8998	drug	1	NCT03436953						FALSE
cx516	drug	1	NCT00040443						FALSE
cx516 (ampalex)	drug	1	NCT00001662						FALSE
cy-atg	drug	1	NCT01145976						FALSE
cyberknife	drug	1	NCT02406105						FALSE
cycling	behavioral	1	NCT04311736						FALSE
cycling	other	1	NCT03193268						FALSE
cycling at forced rate	other	1	NCT02175082						FALSE
cycling at self-selected rate	other	1	NCT02175082						FALSE
cycling exercise	behavioral	1	NCT01954550						FALSE
cycling exercise	other	1	NCT03337464						FALSE
cycling only	behavioral	1	NCT03313895						FALSE
cycloastragenol	dietary supplement	1	NCT02530255						FALSE
cyclophosphamate	drug	1	NCT00013650						FALSE
cyclophosphamide	drug	27	NCT00016458	molecular	none	DNA crosslinking agent			FALSE
cyclophosphamide, fludarabine, thymoglobulin	drug	1	NCT00882323						FALSE
cyclophosphamide-fludarabine-anti thymocyte globulin	drug	1	NCT00774527						FALSE
cyclosporine	drug	20	NCT00482053	molecular	CAMLG				FALSE
cyclosporine (csp)	drug	1	NCT00568633						FALSE
cyclosporine (gengraf )	drug	1	NCT00944749						FALSE
cyclosporine a	drug	2	NCT00001964						FALSE
cystoscopic injection of botox into the urinary bladder	drug	1	NCT01421719						FALSE
cytarabine	drug	3	NCT00593645						FALSE
cytology and immunohistochemistry	diagnostic test	1	NCT03299062						FALSE
czt spect imaging	device	1	NCT03438123						FALSE
d-ribose	dietary supplement	1	NCT02260141						FALSE
d-serine (~2g/day)	drug	1	NCT00215904						FALSE
d324 (memantine hcl 10mg)	drug	1	NCT03802162						FALSE
d797	drug	1	NCT03802162						FALSE
d: donepezil 10 mg + scopolamine 0.5 mg	drug	1	NCT01181310						FALSE
da-9701	drug	2	NCT03022201						FALSE
da-9701 placebo	drug	1	NCT02775591						FALSE
da-9805 45mg	drug	1	NCT03189563						FALSE
da-9805 90mg	drug	1	NCT03189563						FALSE
dabigatran	drug	1	NCT03752294						FALSE
daclizumab	drug	2	NCT00859131						FALSE
dalfampridine	drug	1	NCT02868567						FALSE
dana	device	1	NCT02903862						FALSE
dance	other	2	NCT03121950						FALSE
dance class	behavioral	2	NCT03833349						FALSE
dance group	behavioral	1	NCT03333837						FALSE
dance group	other	1	NCT01939717						FALSE
dance program	other	1	NCT03370315						FALSE
dance therapy	behavioral	1	NCT03549793						FALSE
daoi-a group	drug	1	NCT03752463						FALSE
daoi-b	drug	1	NCT01600469						FALSE
daoi-b group	drug	1	NCT03752463						FALSE
daoi-c group	drug	1	NCT03752463						FALSE
daoib	drug	1	NCT02103673						FALSE
dapagliflozin	drug	1	NCT03801642						FALSE
daratumumab injection	drug	1	NCT04070378						FALSE
dark chocolate (85% cocoa)	dietary supplement	1	NCT02275884						FALSE
darunavir	drug	1	NCT02437110						FALSE
dasatinib + quercetin	drug	1	NCT04063124						FALSE
data card report	behavioral	1	NCT01035476						FALSE
data-driven clinical recommendations	behavioral	1	NCT04082611						FALSE
datscan	drug	4	NCT01141023						FALSE
datscan and spect imaging	procedure	1	NCT00129181						FALSE
datscan spect/ct in veriton-ct camera	procedure	1	NCT03980418						FALSE
davunetide (al-108, nap)	drug	1	NCT01056965						FALSE
day care	behavioral	1	NCT01639586						FALSE
dbs	device	3	NCT02549859						FALSE
dbs	procedure	1	NCT04255719						FALSE
dbs (deep brain stimulation)	other	1	NCT02304848						FALSE
dbs of the fornix, power off	device	1	NCT03352739						FALSE
dbs of the fornix, power on	device	1	NCT03352739						FALSE
dbs of the gpi	procedure	1	NCT00360009						FALSE
dbs of the nbm, power off	device	1	NCT03352739						FALSE
dbs of the nbm, power on	device	1	NCT03352739						FALSE
dbs of the stn	procedure	1	NCT00360009						FALSE
dbs off	device	1	NCT03622905						FALSE
dbs parameters setting	device	1	NCT00885222						FALSE
dbs programming	device	1	NCT03600740						FALSE
dbs stimulator setting alteration	other	1	NCT01769690						FALSE
dbs surgery	procedure	2	NCT01703598						FALSE
dbs using clinical support system.	device	1	NCT02177149						FALSE
dbs-f off	device	1	NCT01608061						FALSE
dbs-f on	device	2	NCT01608061						FALSE
dcb-ad1	drug	1	NCT00154635						FALSE
decad decision aid	behavioral	1	NCT03282097						FALSE
decitabine	drug	1	NCT02441803						FALSE
deep brain stimulation	behavioral	1	NCT01782638						FALSE
deep brain stimulation	device	27	NCT04244513						FALSE
deep brain stimulation	other	1	NCT01094145						FALSE
deep brain stimulation	procedure	6	NCT02893449						FALSE
deep brain stimulation (activa pc, medtronic)	device	1	NCT01355835						FALSE
deep brain stimulation (basal nucleus of meynert)	device	1	NCT03290274						FALSE
deep brain stimulation (beijing pins medical co., ltd)	device	1	NCT02253043						FALSE
deep brain stimulation (dbs)	procedure	1	NCT01845883						FALSE
deep brain stimulation (dbs) of globus pallidus internus (gpi) and best medical treatment (bmt)	procedure	1	NCT02823158						FALSE
deep brain stimulation (fornix)	device	1	NCT03290274						FALSE
deep brain stimulation (medtronic, activa pc)	device	1	NCT01423565						FALSE
deep brain stimulation electrode	device	1	NCT00821743						FALSE
deep brain stimulation management	device	1	NCT02119611						FALSE
deep brain stimulation of the subthalamic nucleus	procedure	1	NCT00855621						FALSE
deep brain stimulation surgery	procedure	2	NCT02975193						FALSE
deep brain stimulation surgery.	procedure	1	NCT00586079						FALSE
deep brain stimulator	other	1	NCT02278406						FALSE
deep rtms	device	1	NCT03504748						FALSE
deferiprone	drug	7	NCT03293069						FALSE
deferiprone 600mg delayed release tablets	drug	1	NCT03234686						FALSE
definity	drug	1	NCT04118764						FALSE
delivery of oral hygiene advices	behavioral	1	NCT03827551						FALSE
delta-9-tetrahydrocannabinol (delta-thc)	drug	1	NCT01608217						FALSE
delta-9-tetrahydrocannabinol (thc) and cannabidiol (cbd)	drug	1	NCT01502046						FALSE
delta-thc	drug	2	NCT01302340						FALSE
dementia education	other	1	NCT04247347						FALSE
dementia-specific advance care planning	behavioral	1	NCT03615027						FALSE
dental mouthpiece	device	1	NCT04082663						FALSE
deprescribing of target anticholinergics	other	1	NCT04270474						FALSE
desensitization therapy for insomnia (dt-i)	behavioral	1	NCT04100057						FALSE
desipramine (dmi)	drug	1	NCT03648905						FALSE
desmotabs	drug	1	NCT00806468						FALSE
detection of freezing	device	1	NCT02317289						FALSE
determination of drug effects through amantadine cessation	drug	1	NCT04260581						FALSE
device-only fitting	device	1	NCT04049643						FALSE
dexmedetomidine	drug	5	NCT04205539						FALSE
dexmedetomidine hydrochloride infusion	drug	1	NCT00608231						FALSE
dexpramipexole	drug	6	NCT01449578						FALSE
dexpramipexole (dose 1)	drug	1	NCT01424176						FALSE
dexpramipexole (dose 2)	drug	1	NCT01424176						FALSE
dexpramipexole placebo	drug	2	NCT01449578						FALSE
dexterity	behavioral	1	NCT02696603						FALSE
dexterity training program (homedext)	behavioral	1	NCT02297893						FALSE
dextroamphetamine	drug	1	NCT00254033						FALSE
dextromethorphan	drug	2	NCT00788047						FALSE
dextromethorphan hbr and quinidine sulfate	drug	1	NCT03883581						FALSE
dextromethorphan hydrobromide 20 mg and quinidine sulfate 10 mg	drug	1	NCT00573443						FALSE
dextromethorphan hydrobromide 30 mg and quinidine sulfate 10 mg	drug	1	NCT00573443						FALSE
dextromethorphan/quinidine 20mg/10mg (dm/q 20mg/10mg)	drug	1	NCT03854019	molecular	SIGMAR1,SCN5A				FALSE
dha	drug	1	NCT03613844						TRUE
dha (docosahexaenoic acid)	drug	1	NCT00440050						FALSE
dhp1401	drug	1	NCT03055741						FALSE
diagnosis of caregivers' problems	behavioral	1	NCT00147693						FALSE
diagnosis of mci versus no mci (sci or healthy patient)	diagnostic test	2	NCT03138018						FALSE
diagnosis variables	diagnostic test	1	NCT03452618						FALSE
diary (for reporting all impulse control disorders especially compulsive eating disorders)	behavioral	1	NCT03818243						FALSE
diary completion	other	1	NCT02785978						FALSE
diet and exercise	behavioral	1	NCT03117829						FALSE
different diets	dietary supplement	1	NCT02274324						FALSE
diffusion tensor imaging and fibres tracking	behavioral	1	NCT01794195						FALSE
digoxin	drug	2	NCT00831506						FALSE
diluent: phosphate buffered saline	other	1	NCT00498602						FALSE
dim red light (sun ray sunbox sb-558)	device	1	NCT01338649						FALSE
dimac02	behavioral	1	NCT02789800						FALSE
dimebon	drug	25	NCT00825084						FALSE
dimebon (latrepirdine)	drug	2	NCT00954590						FALSE
dimebon + dextromethorphan	drug	1	NCT00788047						FALSE
dimebon + ketoconazole	drug	1	NCT00931073						FALSE
dimebon + omeprazole	drug	1	NCT00931073						FALSE
dimebon 20 mg po tid	drug	1	NCT00912288						FALSE
dimebon alone	drug	1	NCT00931073						FALSE
dimebon ir	drug	2	NCT00990613						FALSE
dimebon ir tablet	drug	1	NCT00988624						FALSE
dimebon mr1	drug	1	NCT00988624						FALSE
dimebon mr2	drug	1	NCT00988624						FALSE
dimebon mr3	drug	1	NCT00988624						FALSE
dimebon mr4	drug	1	NCT00988624						FALSE
dimebon tablet for oral administration	drug	1	NCT01066546						FALSE
dimebon transdermal	drug	3	NCT00990613						FALSE
diphenhydramine	drug	2	NCT00482053						FALSE
direct current polarization	procedure	1	NCT00077896						FALSE
direct current stimulation using anodal electrode	procedure	1	NCT01746498						FALSE
direct current stimulation using cathodal electrode	procedure	1	NCT01746498						FALSE
directional and single ring stn-dbs on gait	procedure	1	NCT04223427						FALSE
directional deep brain stimulation of stn	device	1	NCT03548506						FALSE
directional stimulation	device	1	NCT02989610						FALSE
directstn acute lead connected to external neurostimulator	device	1	NCT01764815						FALSE
divalproex	drug	3	NCT00208819						FALSE
divalproex er	drug	1	NCT00375557						FALSE
dkf-310	drug	1	NCT02695004						FALSE
dl-alpha-tocopherol	drug	2	NCT00235716						FALSE
dm-1992	drug	1	NCT01515410						FALSE
dmxb-a	drug	1	NCT00414622						FALSE
dna analysis	genetic	2	NCT00354419						FALSE
dnl151	drug	1	NCT04056689						FALSE
dnl201	drug	1	NCT03710707						FALSE
dnl747	drug	2	NCT03757351						FALSE
dns-7801 (high dose)	drug	1	NCT03306329						FALSE
dns-7801 (low-dose)	drug	1	NCT03306329						FALSE
docosahexaenoic acid	dietary supplement	1	NCT02541929	molecular	PPARA		approved		TRUE
docosahexaenoic acid (dha)	drug	1	NCT01563913						FALSE
does comparator: regular treatment	behavioral	1	NCT04162990						FALSE
dolutegravir	drug	1	NCT02437110						FALSE
domperidone	drug	2	NCT00103597						FALSE
domperidone (drug)	drug	1	NCT00305331						FALSE
donepepzil	drug	1	NCT03740178						FALSE
donepezil	drug	69	NCT03810794	molecular	ACHE		approved		TRUE
donepezil	other	1	NCT00348309	molecular	ACHE		approved		TRUE
donepezil (aricept)	drug	2	NCT00630851						FALSE
donepezil (aricept®)	drug	1	NCT00768261						FALSE
donepezil + placebo	drug	1	NCT00911807						FALSE
donepezil .	drug	1	NCT01487395						FALSE
donepezil 10 mg	drug	1	NCT00777608						FALSE
donepezil 5 - 10 mg	drug	1	NCT00777608						FALSE
donepezil 5-10mg	drug	1	NCT00710684						FALSE
donepezil 5mg	drug	1	NCT00874939						FALSE
donepezil hcl	drug	3	NCT02087865	molecular	ACHE		approved		TRUE
donepezil hcl (aricept)	drug	1	NCT00477659						FALSE
donepezil hydrochloride	drug	6	NCT03073876						FALSE
donepezil hydrochloride (aricept)	drug	1	NCT00711204						FALSE
donepezil patch	drug	2	NCT03197740						FALSE
donepezil placebo	drug	3	NCT03030105						FALSE
donepezil plus placebo	drug	1	NCT00959881						FALSE
donepezil tds	drug	3	NCT03432195						FALSE
donepezil tds version a	drug	1	NCT02968719						FALSE
donepezil tds version b	drug	1	NCT02968719						FALSE
donepezil tds version d	drug	1	NCT02968719						FALSE
donepezil tds version e	drug	1	NCT02968719						FALSE
donepezil,	drug	1	NCT01255046						FALSE
donepezil, 10 mg tablet	drug	1	NCT01297036						FALSE
donepezil, odt 10 mg	drug	1	NCT01297036						FALSE
donezepil (aricept)	drug	1	NCT00483028						FALSE
donor blood stem cells and t cells	drug	1	NCT03292445						FALSE
donor cd34+ and cd3+ cells	biological	1	NCT03707262						FALSE
donor fmt	other	1	NCT03808389						FALSE
donor lymphocyte infusion (dli)	procedure	1	NCT00499889						FALSE
door cover/floor cover	device	1	NCT00997425						FALSE
door frame color test	other	1	NCT03961282						FALSE
doorway width test	other	1	NCT03961282						FALSE
dopamine agent	drug	1	NCT03151460						FALSE
dopamine agonists (pramipexole, ropirinole)	drug	1	NCT02347059						FALSE
dopaminergic agonist + apomorphine	drug	1	NCT03693872						FALSE
dopaminergic agonists	drug	1	NCT01683253						FALSE
doxepin and zopiclone	drug	1	NCT01489982						FALSE
doxycycline	drug	2	NCT00439166						FALSE
dpa-714-pet/mri	drug	1	NCT03457493						FALSE
driving decision aid	behavioral	1	NCT04141891						FALSE
dronabinol	drug	1	NCT00812851						FALSE
dronabinol (marinol®)	drug	1	NCT02792257						FALSE
droxidopa	drug	14	NCT03173781						FALSE
droxidopa capsules	drug	1	NCT02586623						FALSE
drug-drug interaction	drug	1	NCT01978327						FALSE
drug: e2609	drug	1	NCT01294540						FALSE
drug: evp-6124	drug	2	NCT01969136						FALSE
drug: f 18 t807	drug	1	NCT02414230						FALSE
drug: nic5-15	drug	1	NCT01928420						FALSE
dry needling	other	1	NCT04101214						FALSE
dry needling stimulation	other	1	NCT03320681						FALSE
dual task	behavioral	1	NCT03425877						FALSE
dual task	other	1	NCT03902990						FALSE
dual task (dt) training	behavioral	1	NCT04269590						FALSE
dual task group	behavioral	1	NCT02538029						FALSE
dual task training	other	1	NCT04115683						FALSE
dual-task cognitive-cycling training	other	1	NCT04114318						FALSE
dual-task training	other	1	NCT03623841						FALSE
duloxetine	drug	3	NCT02857244						FALSE
duloxetine hydrochloride	drug	1	NCT00437125						FALSE
duoc-01	biological	1	NCT02254863						FALSE
duodopa	drug	2	NCT01291537						FALSE
dva	device	1	NCT02663531						FALSE
dynacirc cr (isradipine)	drug	1	NCT00753636						FALSE
dynamic standing table	device	1	NCT03045211						FALSE
dysphagia detection system	device	1	NCT03387267						FALSE
e-tapper tt-r1	device	1	NCT03014050						FALSE
e.g., protein and calorie controlled diet; self-hypnotic relaxation	behavioral	1	NCT00663312						FALSE
e0302 (mecobalamin)	drug	3	NCT00444613						FALSE
e2007	drug	10	NCT01172379						FALSE
e2020	drug	5	NCT01404169						FALSE
e2212	drug	1	NCT01221259						FALSE
e2609	drug	3	NCT01600859						FALSE
e: combo: donepezil 10 mg + mk-3134 25 mg + scopolamine 0.5 mg	drug	1	NCT01181310						FALSE
early cessation of steroids	drug	1	NCT01729494						FALSE
early nippv	device	1	NCT00116558						FALSE
early order of palliative care consultation	other	1	NCT02858778						FALSE
early retreatment with atg	drug	1	NCT01163942						FALSE
early stage memory loss support group	behavioral	1	NCT00391794						FALSE
easy listener fm system (phonic ear corp.)	device	1	NCT02407067						FALSE
eating assessment tool-10	other	1	NCT02710162						FALSE
ebicomb	combination product	1	NCT03954613						FALSE
ebixa	drug	1	NCT01849042						FALSE
ecmo resuscitation	procedure	1	NCT03700125						FALSE
ecocapture	behavioral	1	NCT03272230						FALSE
ecological environmental therapy	other	1	NCT02462291						FALSE
edaravone	drug	1	NCT03272802						FALSE
education	behavioral	1	NCT00558402						FALSE
education and skill building rehabilitation-mobile (esbr-m)	behavioral	1	NCT03417219						FALSE
education and supervision	other	1	NCT01217541						FALSE
education classes	other	1	NCT01076712						FALSE
education control	behavioral	1	NCT00908492						FALSE
education only	behavioral	1	NCT03455569						FALSE
educational handout	other	1	NCT01532986						FALSE
educational intervention on ad	behavioral	1	NCT02685787						FALSE
educational lectures	behavioral	1	NCT03269149						FALSE
